;Frechet distance;Metabolite;Vendor-defined super-pathway;Vendor-defined sub-pathway;Fluid;Platform;KEGG;HMDB;ID;labels
705;1,7371;homovanillate (HVA);Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];C05582;HMDB00118;2091211;homovanillate (HVA) [U, nt-ms]
706;1,738;tyrosine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];C00082;HMDB00158;2091060;tyrosine [U, nt-ms]
707;1,7381;tyramine O-sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB06409;1091059;tyramine O-sulfate [P, nt-ms]
708;1,7384;hypotaurine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Urine;Metabolon HD4 [nt-ms];C00519;HMDB00965;2090844;hypotaurine [U, nt-ms]
709;1,739;choline;Lipids;Phospholipid Metabolism;Plasma;Metabolon HD4 [nt-ms];C00114;HMDB00097;1090730;choline [P, nt-ms]
710;1,7395;SM C16:0;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;HMDB10169;1010162;SM C16:0 [P, t-ms]
711;1,7404;dopamine sulfate (2);Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090763;dopamine sulfate (2) [P, nt-ms]
712;1,7406;1-palmitoylglycerol (16:0);Lipids;Monoacylglycerol;Plasma;Metabolon HD4 [nt-ms];NA;HMDB31074;1090536;1-palmitoylglycerol (16:0) [P, nt-ms]
713;1,741;uridine;Nucleotides;Pyrimidine Metabolism, Uracil containing;Urine;Metabolon HD4 [nt-ms];C00299;HMDB00296;2091064;uridine [U, nt-ms]
714;1,7414;isobutyrylglycine;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB00730;2090858;isobutyrylglycine [U, nt-ms]
715;1,7416;C4 (butyrylcarnitine);Lipids;Short Chain Acylcarnitines;Plasma;Biocrates p150 [t-ms];C02862;HMDB00736;1010058;C4 (butyrylcarnitine) [P, t-ms]
716;1,7423;M107;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080448;M107 [BA, PTRMS]
717;1,7427;1-arachidonoyl-GPE (20:4n6)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11517;1090501;1-arachidonoyl-GPE (20:4n6)* [P, nt-ms]
718;1,7428;malonylcarnitine;Lipids;Fatty Acid Synthesis;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02095;1090879;malonylcarnitine [P, nt-ms]
719;1,7446;2-linoleoyl-GPC (18:2)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090570;2-linoleoyl-GPC (18:2)* [P, nt-ms]
720;1,745;SM (OH) C16:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;NA;1010158;SM (OH) C16:1 [P, t-ms]
721;1,7455;nicotinamide ribonucleotide (NMN);Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;Urine;Metabolon HD4 [nt-ms];C00455;HMDB00229;2091245;nicotinamide ribonucleotide (NMN) [U, nt-ms]
722;1,7479;lysoPC a C20:4;Lipids;Lysophospholipids;Plasma;Biocrates p150 [t-ms];C04230;HMDB10395;1010156;lysoPC a C20:4 [P, t-ms]
723;1,7479;4-hydroxycoumarin;Xenobiotics;Drug;Urine;Metabolon HD4 [nt-ms];C20414;NA;2091138;4-hydroxycoumarin [U, nt-ms]
724;1,7484;2-ethylphenylsulfate;Xenobiotics;Benzoate Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091087;2-ethylphenylsulfate [U, nt-ms]
725;1,7487;assymetric dimethylarginine (ADMA);Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];C03626;HMDB01539;2091164;assymetric dimethylarginine (ADMA) [U, nt-ms]
726;1,7489;EDTA;Xenobiotics;Chemical;Plasma;Metabolon HD4 [nt-ms];C00284;HMDB15109;1090765;EDTA [P, nt-ms]
727;1,7491;3-methylcytidine;Nucleotides;Pyrimidine Metabolism, Cytidine containing;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090612;3-methylcytidine [P, nt-ms]
728;1,7499;SM C26:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];C00550;HMDB13461;1010169;SM C26:1 [P, t-ms]
729;1,7501;benzoate;Xenobiotics;Benzoate Metabolism;Plasma;Metabolon HD4 [nt-ms];C00180;HMDB01870;1090702;benzoate [P, nt-ms]
730;1,7503;choline;Lipids;Phospholipid Metabolism;Urine;Metabolon HD4 [nt-ms];C00114;HMDB00097;2090730;choline [U, nt-ms]
731;1,7503;SM C24:0;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;NA;1010167;SM C24:0 [P, t-ms]
732;1,7505;N-acetyltaurine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090934;N-acetyltaurine [P, nt-ms]
733;1,7513;PC aa C40:6;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB08089;1010108;PC aa C40:6 [P, t-ms]
734;1,7521;tigloylglycine;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00959;1091051;tigloylglycine [P, nt-ms]
735;1,7552;citramalate;Amino Acids;Glutamate Metabolism;Urine;Metabolon HD4 [nt-ms];C00815;HMDB00426;2091174;citramalate [U, nt-ms]
736;1,7553;Low Density Lipoprotein E (particlesize = 25-30 nm);Lipids;Lipoprotein;Plasma;numares (Lipofit) [NMR];NA;NA;1070020;Low Density Lipoprotein E (particlesize = 25-30 nm) [P, NMR]
737;1,7554;N6-carboxymethyllysine;Carbohydrates;Advanced Glycation End-product;Urine;Metabolon HD4 [nt-ms];NA;NA;2091231;N6-carboxymethyllysine [U, nt-ms]
738;1,7556;S-methylcysteine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB02108;2091016;S-methylcysteine [U, nt-ms]
739;1,7558;N-acetyl-beta-alanine;Nucleotides;Pyrimidine Metabolism, Uracil containing;Plasma;Metabolon HD4 [nt-ms];C01073;NA;1090915;N-acetyl-beta-alanine [P, nt-ms]
740;1,7565;2-aminooctanoate;Lipids;Fatty Acid, Amino;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00991;1090553;2-aminooctanoate [P, nt-ms]
741;1,7565;proline;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Plasma;Metabolon HD4 [nt-ms];C00148;HMDB00162;1090993;proline [P, nt-ms]
742;1,7592;M70;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080413;M70 [BA, PTRMS]
743;1,76;S-adenosylhomocysteine (SAH);Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Plasma;Metabolon HD4 [nt-ms];C00021;HMDB00939;1091010;S-adenosylhomocysteine (SAH) [P, nt-ms]
744;1,7601;tiglylcarnitine;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02366;1091052;tiglylcarnitine [P, nt-ms]
745;1,761;4-hydroxyphenylacetatoylcarnitine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090636;4-hydroxyphenylacetatoylcarnitine [U, nt-ms]
746;1,7612;oleoyl ethanolamide;Lipids;Endocannabinoid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02088;1090956;oleoyl ethanolamide [P, nt-ms]
747;1,7633;guanosine-3',5'-cyclic monophosphate (cGMP);Nucleotides;Purine Metabolism, Guanine containing;Urine;Metabolon HD4 [nt-ms];C00942;HMDB01314;2091205;guanosine-3',5'-cyclic monophosphate (cGMP) [U, nt-ms]
748;1,7651;M69;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080412;M69 [BA, PTRMS]
749;1,768;tricarballylate;Energy;TCA Cycle;Urine;Metabolon HD4 [nt-ms];C19806;HMDB31193;2091292;tricarballylate [U, nt-ms]
750;1,7687;orotidine;Nucleotides;Pyrimidine Metabolism, Orotate containing;Plasma;Metabolon HD4 [nt-ms];C01103;HMDB00788;1090961;orotidine [P, nt-ms]
751;1,7706;2-arachidonoyl-GPC (20:4)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB61699;1090555;2-arachidonoyl-GPC (20:4)* [P, nt-ms]
752;1,7727;tyrosine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Biocrates p150 [t-ms];C00082;HMDB00158;1010078;tyrosine [P, t-ms]
753;1,7733;pregn steroid monosulfate*;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090986;pregn steroid monosulfate* [P, nt-ms]
754;1,7751;11-ketoetiocholanolone glucuronide;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090490;11-ketoetiocholanolone glucuronide [P, nt-ms]
755;1,7761;erythritol;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];C00503;HMDB02994;2090770;erythritol [U, nt-ms]
756;1,7771;lysoPC a C18:2;Lipids;Lysophospholipids;Plasma;Biocrates p150 [t-ms];C04230;HMDB10386;1010154;lysoPC a C18:2 [P, t-ms]
757;1,7802;PC ae C40:3;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13445;1010135;PC ae C40:3 [P, t-ms]
758;1,7811;4-hydroxycinnamate sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091137;4-hydroxycinnamate sulfate [U, nt-ms]
759;1,7818;M149;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080475;M149 [BA, PTRMS]
760;1,7823;N-acetyl-cadaverine;Amino Acids;Lysine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090916;N-acetyl-cadaverine [U, nt-ms]
761;1,7842;M108;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080449;M108 [BA, PTRMS]
762;1,7855;tyrosine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];C00082;HMDB00158;1091060;tyrosine [P, nt-ms]
763;1,7867;SM (OH) C24:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;NA;1010161;SM (OH) C24:1 [P, t-ms]
764;1,7869;pimelate (heptanedioate);Lipids;Fatty Acid, Dicarboxylate;Urine;Metabolon HD4 [nt-ms];C02656;HMDB00857;2091258;pimelate (heptanedioate) [U, nt-ms]
765;1,7886;M155;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080476;M155 [BA, PTRMS]
766;1,7893;PC ae C32:2;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;NA;1010117;PC ae C32:2 [P, t-ms]
767;1,7897;glycocholenate sulfate*;Lipids;Secondary Bile Acid Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090821;glycocholenate sulfate* [P, nt-ms]
768;1,7899;M38;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080385;M38 [BA, PTRMS]
769;1,7901;4-guanidinobutanoate;Amino Acids;Guanidino and Acetamido Metabolism;Plasma;Metabolon HD4 [nt-ms];C01035;HMDB03464;1090632;4-guanidinobutanoate [P, nt-ms]
770;1,7906;phenylalanine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];C00079;HMDB00159;1090976;phenylalanine [P, nt-ms]
771;1,7907;methylurea;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];C16363;NA;2091221;methylurea [U, nt-ms]
772;1,7916;PC aa C36:4;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB08170;1010095;PC aa C36:4 [P, t-ms]
773;1,7929;DSGEGDFXAEGGGVR*;Peptides;Fibrinogen Cleavage Peptide;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090764;DSGEGDFXAEGGGVR* [P, nt-ms]
774;1,7932;4-acetamidobutanoate;Amino Acids;Polyamine Metabolism;Plasma;Metabolon HD4 [nt-ms];C02946;HMDB03681;1090619;4-acetamidobutanoate [P, nt-ms]
775;1,7937;C8 (octanoylcarnitine);Lipids;Long Chain Acylcarnitines;Plasma;Biocrates p150 [t-ms];C06423;HMDB00482;1010065;C8 (octanoylcarnitine) [P, t-ms]
776;1,7946;indoleacetate;Amino Acids;Tryptophan Metabolism;Urine;Metabolon HD4 [nt-ms];C00954;HMDB00197;2090850;indoleacetate [U, nt-ms]
777;1,7947;malonate;Lipids;Fatty Acid Synthesis;Plasma;Metabolon HD4 [nt-ms];C00383;HMDB00691;1090878;malonate [P, nt-ms]
778;1,7954;choline phosphate;Lipids;Phospholipid Metabolism;Plasma;Metabolon HD4 [nt-ms];C00588;HMDB01565;1090731;choline phosphate [P, nt-ms]
779;1,7955;SM C18:0;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;HMDB01348;1010164;SM C18:0 [P, t-ms]
780;1,7958;sphingosine 1-phosphate;Lipids;Sphingolipid Metabolism;Plasma;Metabolon HD4 [nt-ms];C06124;HMDB00277;1091023;sphingosine 1-phosphate [P, nt-ms]
781;1,7966;PC ae C44:4;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13453;1010146;PC ae C44:4 [P, t-ms]
782;1,797;adenosine;Nucleotides;Purine Metabolism, Adenine containing;Plasma;Metabolon HD4 [nt-ms];C00212;HMDB00050;1090677;adenosine [P, nt-ms]
783;1,7973;phosphoethanolamine;Lipids;Phospholipid Metabolism;Plasma;Metabolon HD4 [nt-ms];C00346;HMDB00224;1090982;phosphoethanolamine [P, nt-ms]
784;1,7978;1-arachidonoyl-GPC (20:4n6)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];C05208;HMDB10395;1090500;1-arachidonoyl-GPC (20:4n6)* [P, nt-ms]
785;1,7989;PC ae C42:2;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13438;1010141;PC ae C42:2 [P, t-ms]
786;1,799;glycochenodeoxycholate glucuronide (1);Lipids;Primary Bile Acid Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090817;glycochenodeoxycholate glucuronide (1) [U, nt-ms]
787;1,7992;spermine;Amino Acids;Polyamine Metabolism;Urine;Metabolon HD4 [nt-ms];C00750;HMDB01256;2091279;spermine [U, nt-ms]
788;1,7998;2-hydroxyadipate;Lipids;Fatty Acid, Dicarboxylate;Urine;Metabolon HD4 [nt-ms];C02360;HMDB00321;2091089;2-hydroxyadipate [U, nt-ms]
789;1,7998;1-methylnicotinamide;Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;Plasma;Metabolon HD4 [nt-ms];C02918;HMDB00699;1090526;1-methylnicotinamide [P, nt-ms]
790;1,8007;PC aa C38:5;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB07989;1010101;PC aa C38:5 [P, t-ms]
791;1,8016;methyl indole-3-acetate;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;HMDB29738;2090889;methyl indole-3-acetate [U, nt-ms]
792;1,8028;beta-hydroxyisovalerate;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00754;1090705;beta-hydroxyisovalerate [P, nt-ms]
793;1,803;M126;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080463;M126 [BA, PTRMS]
794;1,8035;methylsuccinate;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB01844;2090892;methylsuccinate [U, nt-ms]
795;1,8037;sphinganine;Lipids;Sphingolipid Metabolism;Plasma;Metabolon HD4 [nt-ms];C00836;HMDB00269;1091020;sphinganine [P, nt-ms]
796;1,8038;SM (OH) C22:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;NA;1010159;SM (OH) C22:1 [P, t-ms]
797;1,8044;mevalonolactone;Lipids;Mevalonate Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB06024;2091222;mevalonolactone [U, nt-ms]
798;1,8046;guanosine;Nucleotides;Purine Metabolism, Guanine containing;Urine;Metabolon HD4 [nt-ms];C00387;HMDB00133;2091204;guanosine [U, nt-ms]
799;1,8056;4-androsten-3alpha,17alpha-diol monosulfate (3);Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090626;4-androsten-3alpha,17alpha-diol monosulfate (3) [P, nt-ms]
800;1,8091;1-arachidonoyl-GPI (20:4)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB61690;1090502;1-arachidonoyl-GPI (20:4)* [P, nt-ms]
801;1,8099;iminodiacetate (IDA);Xenobiotics;Chemical;Plasma;Metabolon HD4 [nt-ms];C19911;HMDB11753;1090848;iminodiacetate (IDA) [P, nt-ms]
802;1,8101;putrescine;Amino Acids;Polyamine Metabolism;Urine;Metabolon HD4 [nt-ms];C00134;HMDB01414;2091265;putrescine [U, nt-ms]
803;1,8114;C12:1 (dodecenoylcarnitine);Lipids;Medium chain Acylcarnitines;Plasma;Biocrates p150 [t-ms];NA;NA;1010043;C12:1 (dodecenoylcarnitine) [P, t-ms]
804;1,8123;SM C24:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];C00550;HMDB12107;1010168;SM C24:1 [P, t-ms]
805;1,8124;gamma-glutamylleucine;Peptides;Gamma-glutamyl Amino Acid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11171;1090791;gamma-glutamylleucine [P, nt-ms]
806;1,8132;M39;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080386;M39 [BA, PTRMS]
807;1,8132;proline;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Plasma;Biocrates p150 [t-ms];C00148;HMDB00162;1010074;proline [P, t-ms]
808;1,8152;2-linoleoylglycerol (18:2);Lipids;Monoacylglycerol;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11538;1090569;2-linoleoylglycerol (18:2) [P, nt-ms]
809;1,8153;gamma-CEHC glucuronide*;Cofactors and Vitamins;Tocopherol Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090782;gamma-CEHC glucuronide* [P, nt-ms]
810;1,8153;dehydroisoandrosterone sulfate (DHEA-S);Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];C04555;HMDB01032;1090754;dehydroisoandrosterone sulfate (DHEA-S) [P, nt-ms]
811;1,8159;1-oleoyl-GPI (18:1)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090534;1-oleoyl-GPI (18:1)* [P, nt-ms]
812;1,8181;isobutyrylcarnitine;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00736;1090857;isobutyrylcarnitine [P, nt-ms]
813;1,8185;M31;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080378;M31 [BA, PTRMS]
814;1,819;SM C18:1;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];C00550;HMDB12101;1010165;SM C18:1 [P, t-ms]
815;1,821;M37;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080384;M37 [BA, PTRMS]
816;1,8219;gamma-glutamyl-2-aminobutyrate;Peptides;Gamma-glutamyl Amino Acid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090783;gamma-glutamyl-2-aminobutyrate [P, nt-ms]
817;1,8228;p-cresol-glucuronide*;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11686;1090971;p-cresol-glucuronide* [P, nt-ms]
818;1,8229;C16:1-OH (hexadecenoylcarnitine);Lipids;Long Chain Acylcarnitines;Plasma;Biocrates p150 [t-ms];NA;HMDB13333;1010050;C16:1-OH (hexadecenoylcarnitine) [P, t-ms]
819;1,8239;7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca);Lipids;Sterol;Plasma;Metabolon HD4 [nt-ms];C17337;HMDB12458;1090668;7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca) [P, nt-ms]
820;1,824;PC ae C42:3;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13459;1010142;PC ae C42:3 [P, t-ms]
821;1,8247;1-arachidonylglycerol (20:4);Lipids;Monoacylglycerol;Plasma;Metabolon HD4 [nt-ms];C13857;HMDB11572;1090503;1-arachidonylglycerol (20:4) [P, nt-ms]
822;1,8257;mannose;Carbohydrates;Fructose, Mannose and Galactose Metabolism;Urine;Metabolon HD4 [nt-ms];C00159;HMDB00169;2090884;mannose [U, nt-ms]
823;1,8259;dehydroascorbate;Cofactors and Vitamins;Ascorbate and Aldarate Metabolism;Urine;Metabolon HD4 [nt-ms];C05422;HMDB01264;2091178;dehydroascorbate [U, nt-ms]
824;1,8265;M48;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080395;M48 [BA, PTRMS]
825;1,8269;glucuronate;Carbohydrates;Aminosugar Metabolism;Plasma;Metabolon HD4 [nt-ms];C00191;HMDB00127;1090802;glucuronate [P, nt-ms]
826;1,8277;4-hydroxyphenylacetatoylcarnitine;Amino Acids;Phenylalanine and Tyrosine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090636;4-hydroxyphenylacetatoylcarnitine [P, nt-ms]
827;1,8278;3-hydroxy-2-ethylpropionate;Amino Acids;Leucine, Isoleucine and Valine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00396;1090591;3-hydroxy-2-ethylpropionate [P, nt-ms]
828;1,828;C6-OH (glutarylcarnitine) and C5-DC (hydroxyhexanoylcarnitine);Lipids;Short Chain Acylcarnitines;Plasma;Biocrates p150 [t-ms];NA;HMDB13130;1010061;C6-OH (glutarylcarnitine) and C5-DC (hydroxyhexanoylcarnitine) [P, t-ms]
829;1,8291;3-hydroxydecanoate;Lipids;Fatty Acid, Monohydroxy;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02203;1090597;3-hydroxydecanoate [P, nt-ms]
830;1,8298;SM (OH) C22:2;Lipids;sphingomyelins;Plasma;Biocrates p150 [t-ms];NA;NA;1010160;SM (OH) C22:2 [P, t-ms]
831;1,8301;PC ae C38:4;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13420;1010130;PC ae C38:4 [P, t-ms]
832;1,8311;taurocyamine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Urine;Metabolon HD4 [nt-ms];C01959;HMDB03584;2091285;taurocyamine [U, nt-ms]
833;1,8316;lactate;Carbohydrates;Glycolysis, Gluconeogenesis, and Pyruvate Metabolism;Urine;Metabolon HD4 [nt-ms];C00186;HMDB00190;2090867;lactate [U, nt-ms]
834;1,8322;1,5-anhydroglucitol (1,5-AG);Carbohydrates;Glycolysis, Gluconeogenesis, and Pyruvate Metabolism;Plasma;Metabolon HD4 [nt-ms];C07326;HMDB02712;1090486;1,5-anhydroglucitol (1,5-AG) [P, nt-ms]
835;1,8328;2-oxoadipate;Amino Acids;Lysine Metabolism;Urine;Metabolon HD4 [nt-ms];C00322;HMDB00225;2091101;2-oxoadipate [U, nt-ms]
836;1,8331;inosine 5'-monophosphate (IMP);Nucleotides;Purine Metabolism, (Hypo)Xanthine/Inosine containing;Plasma;Metabolon HD4 [nt-ms];C00130;HMDB00175;1090856;inosine 5'-monophosphate (IMP) [P, nt-ms]
837;1,8333;5alpha-pregnan-3beta,20alpha-diol disulfate;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090656;5alpha-pregnan-3beta,20alpha-diol disulfate [P, nt-ms]
838;1,8333;N-formylmethionine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Plasma;Metabolon HD4 [nt-ms];C03145;HMDB01015;1090940;N-formylmethionine [P, nt-ms]
839;1,8335;PC ae C40:6;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13422;1010138;PC ae C40:6 [P, t-ms]
840;1,835;PC aa C40:3;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;NA;1010105;PC aa C40:3 [P, t-ms]
841;1,8365;2-docosahexaenoyl-GPC (22:6)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090558;2-docosahexaenoyl-GPC (22:6)* [P, nt-ms]
842;1,8371;N-methylpipecolate;Xenobiotics;Chemical;Urine;Metabolon HD4 [nt-ms];NA;NA;2090945;N-methylpipecolate [U, nt-ms]
843;1,8396;M66;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080410;M66 [BA, PTRMS]
844;1,8396;10-undecenoate (11:1n1);Lipids;Medium Chain Fatty Acid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090489;10-undecenoate (11:1n1) [P, nt-ms]
845;1,8398;H1 (hexose);Carbohydrates;Glycolysis, Gluconeogenesis, and Pyruvate Metabolism;Plasma;Biocrates p150 [t-ms];C00031;HMDB00122;1010170;H1 (hexose) [P, t-ms]
846;1,8412;N-acetylneuraminate;Carbohydrates;Aminosugar Metabolism;Plasma;Metabolon HD4 [nt-ms];C00270;HMDB00230;1090929;N-acetylneuraminate [P, nt-ms]
847;1,8417;PC aa C42:2;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB08570;1010111;PC aa C42:2 [P, t-ms]
848;1,8422;N2-acetyllysine;Amino Acids;Lysine Metabolism;Urine;Metabolon HD4 [nt-ms];C12989;HMDB00446;2091227;N2-acetyllysine [U, nt-ms]
849;1,843;maltotetraose;Carbohydrates;Glycogen Metabolism;Plasma;Metabolon HD4 [nt-ms];C02052;HMDB01296;1090881;maltotetraose [P, nt-ms]
850;1,8438;isoeugenol sulfate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090859;isoeugenol sulfate [P, nt-ms]
851;1,8446;2'-deoxyuridine;Nucleotides;Pyrimidine Metabolism, Uracil containing;Plasma;Metabolon HD4 [nt-ms];C00526;HMDB00012;1090557;2'-deoxyuridine [P, nt-ms]
852;1,8457;phenol sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];C02180;HMDB60015;2090972;phenol sulfate [U, nt-ms]
853;1,8463;linoleoylcarnitine*;Lipids;Fatty Acid Metabolism(Acyl Carnitine);Plasma;Metabolon HD4 [nt-ms];NA;HMDB06469;1090873;linoleoylcarnitine* [P, nt-ms]
854;1,8481;N-acetylglutamine;Amino Acids;Glutamate Metabolism;Urine;Metabolon HD4 [nt-ms];C02716;HMDB06029;2090921;N-acetylglutamine [U, nt-ms]
855;1,849;1-docosahexaenoyl-GPC (22:6)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10404;1090509;1-docosahexaenoyl-GPC (22:6)* [P, nt-ms]
856;1,8511;inosine;Nucleotides;Purine Metabolism, (Hypo)Xanthine/Inosine containing;Plasma;Metabolon HD4 [nt-ms];C00294;HMDB00195;1090855;inosine [P, nt-ms]
