metabolite,biochemical,platform_name,id,fluid,matched,name,sid,chebi,swisslipids,hmdb,lipidmaps,pubchem,chebi_name,swisslipids_name,hmdb_name,lipidmaps_name,IUPAC,InchiKey,chebi_synonyms,swisslipids_synonyms,lipidmaps_synonyms
"""glycocholenate sulfate*""","""glycocholenate sulfate*""","""Metabolon HD4 [nt-ms]""","""32599 LC/MS Neg""","""plasma""",true,"[""glycocholenate sulfate*""]","[""32599_lcmsneg""]","[""CHEBI:166730""]",[],"[""HMDB0242178""]",[],"[""145453482""]","[""Glycocholenate sulfate""]",[],"[""Glycocholenate sulfate""]",[],"[""2-[[(E,4R)-4-[(3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethyl-3-sulooxy-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pent-2-enoyl]amino]acetic acid""]","[""OTUHTIDAACSDJD-DHPKYIKISA-N""]","[""Glycocholenate sulfate"", [""2-[[(E,4R)-4-[(3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethyl-3-sulooxy-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pent-2-enoyl]amino]acetic acid""]]",[],[]
"""glycodeoxycholate""","""glycodeoxycholate""","""Metabolon HD4 [nt-ms]""","""18477 LC/MS Pos Late""","""plasma""",true,"[""glycodeoxycholate""]","[""18477_lcmsneg"", ""18477_lcmspos"", ""18477_lcmsposlate""]","[""CHEBI:27471""]",[],"[""HMDB0000631""]",[],[],"[""glycodeoxycholic acid""]",[],"[""Deoxycholic acid glycine conjugate""]",[],"[""N-(3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl)glycine""]","[""WVULKSPCQVQLCU-BUXLTGKBSA-N""]","[""glycodeoxycholic acid"", [""Glycodeoxycholate"", ""glycodeoxycholic acid"", ""glycodesoxycholic acid"", ""N-(3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl)glycine"", ""deoxycholylglycine"", ""deoxycholic acid glycine conjugate"", ""GDCA""]]",[],[]
"""glycodeoxycholate sulfate""","""glycodeoxycholate sulfate""","""Metabolon HD4 [nt-ms]""","""52975 LC/MS Neg""","""plasma""",true,"[""glycodeoxycholate 3-sulfate""]","[""52975_lcmsneg""]","[""CHEBI:133678""]",[],[],[],[],"[""glycodeoxycholic acid 3-sulfate""]",[],[],[],"[""N-[12alpha-hydroxy-24-oxo-3alpha-(sulfooxy)-5beta-cholan-24-yl]glycine""]","[""QJZCNFGUZPMYAX-BUXLTGKBSA-N""]","[""glycodeoxycholic acid 3-sulfate"", [""glycodeoxycholic acid sulfate"", ""sulfoglycodeoxycholic acid"", ""N-[12alpha-hydroxy-24-oxo-3alpha-(sulfooxy)-5beta-cholan-24-yl]glycine"", ""N-[(3alpha,5beta,12alpha)-12-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine""]]",[],[]
"""glycohyocholate""","""glycohyocholate""","""Metabolon HD4 [nt-ms]""","""42574 LC/MS Neg""","""plasma""",true,"[""glycohyocholate""]","[""42574_lcmsneg""]","[""CHEBI:133176""]",[],"[""HMDB0240607""]","[""LMST05030021""]","[""71361462""]","[""glycohyocholic acid""]",[],"[""Glycohyocholic acid""]","[""Glycohyocholic acid""]","[""N-(3alpha,6alpha,7alpha-trihydroxy-5beta-cholan-24-oyl)glycine""]","[""ZQYUKJFJPJDMMR-ZDWCHQGWSA-N""]","[""glycohyocholic acid"", [""hyocholic acid-glycine conjugate"", ""N-hyocholoylglycine"", ""N-(3alpha,6alpha,7alpha-trihydroxy-5beta-cholan-24-oyl)glycine"", ""N-[(3alpha,5beta,6alpha,7alpha)-3,6,7-trihydroxy-24-oxocholan-24-yl]glycine""]]",[],"[""Glycohyocholic acid"", ""GHCA""]"
"""glycolithocholate""","""glycolithocholate""","""Metabolon HD4 [nt-ms]""","""31912 LC/MS Neg""","""plasma""",true,"[""glycolithocholate""]","[""31912_lcmsneg""]","[""CHEBI:37998""]",[],"[""HMDB0000698""]","[""LMST05030009""]","[""115245""]","[""glycolithocholic acid""]",[],"[""Lithocholic acid glycine conjugate""]","[""Glycolithocholic Acid""]","[""N-(3alpha-hydroxy-5beta-cholan-24-oyl)glycine""]","[""XBSQTYHEGZTYJE-OETIFKLTSA-N""]","[""glycolithocholic acid"", [""Glycolithocholate"", ""Lithocholylglycine"", ""Lithocholic acid glycine conjugate"", ""N-((3-alpha,5-beta)-3-Hydroxy-24-oxocholan-24-yl)glycine"", ""N-(3alpha-hydroxy-5beta-cholan-24-oyl)glycine"", ""Glycolithocholic acid""]]",[],"[""Glycolithocholic Acid"", ""Lithocholic acid glycine conjugate; GLCA; Lithocholylglycine""]"
"""glycolithocholate sulfate*""","""glycolithocholate sulfate*""","""Metabolon HD4 [nt-ms]""","""32620 LC/MS Neg""","""plasma""",true,"[""glycolithocholate sulfate*""]","[""32620_lcmsneg""]","[""CHEBI:9347""]",[],"[""HMDB0002639""]","[""LMST05030004""]","[""72222""]","[""sulfoglycolithocholic acid""]",[],"[""Sulfolithocholylglycine""]","[""Sulfoglycolithocholate""]","[""N-[3alpha-(sulfonatooxy)-5beta-cholan-24-oyl]glycine""]","[""FHXBAFXQVZOILS-OETIFKLTSA-N""]","[""sulfoglycolithocholic acid"", [""Sulfoglycolithocholate"", ""Glycolithocholate 3-sulfate"", ""Sulfolithocholylglycine"", ""Glycolithocholic acid 3-sulfate"", ""Glycolithocholic acid sulfate"", ""N-[3alpha-(sulfonatooxy)-5beta-cholan-24-oyl]glycine"", ""glycolithocholate sulfate""]]",[],"[""Sulfoglycolithocholate""]"
"""glycoursodeoxycholate""","""glycoursodeoxycholate""","""Metabolon HD4 [nt-ms]""","""39379 LC/MS Neg""","""plasma""",true,"[""glycoursodeoxycholate""]","[""39379_lcmsneg""]","[""CHEBI:89929""]",[],"[""HMDB0000708""]","[""LMST05030016""]","[""12310288""]","[""glycoursodeoxycholic acid""]",[],"[""Glycoursodeoxycholic acid""]","[""Glycoursodeoxycholic acid""]","[""N-(3alpha,7beta-dihydroxy-5beta-cholan-24-oyl)glycine""]","[""GHCZAUBVMUEKKP-XROMFQGDSA-N""]","[""glycoursodeoxycholic acid"", [""Ursodeoxycholylglycine"", ""N-(3alpha,7beta-dihydroxy-5beta-cholan-24-oyl)glycine"", ""3alpha,7beta-dihydroxy-5beta-cholanoylglycine"", ""Glycylursodeoxycholic acid"", ""N-(3alpha,7beta-dihydroxy-5beta-cholan-24-oyl)glycine"", ""N-[(3alpha,5beta,7beta)-3,7-dihydroxy-24-oxocholan-24-yl]glycine"", ""Glycine ursodeoxycholic acid"", ""GUDCA""]]",[],"[""Glycoursodeoxycholic acid"", ""Glycoursodeoxycholate; Ursodeoxycholylglycine; GUDCA""]"
"""glycylvaline""","""glycylvaline""","""Metabolon HD4 [nt-ms]""","""18357 LC/MS Pos Early""","""plasma""",true,"[""glycylvaline""]","[""18357_lcmspos"", ""18357_lcmsposearly""]","[""CHEBI:73922""]",[],"[""HMDB0028854""]",[],"[""2724807""]","[""Gly-Val""]",[],"[""Glycylvaline""]",[],[],"[""STKYPAFSDFAEPH-LURJTMIESA-N""]","[""Gly-Val"", [""Gly-L-Val"", ""glycylvaline"", ""GV"", ""Glycyl-Valine""]]",[],[]
"""guanidinoacetate""","""guanidinoacetate""","""Metabolon HD4 [nt-ms]""","""43802 LC/MS Pos Early""","""plasma""",true,"[""guanidinoacetate""]","[""43802_lcmspos"", ""43802_lcmsposearly"", ""43802_lcmspolar""]","[""CHEBI:16344""]",[],"[""HMDB0000128""]",[],"[""763""]","[""guanidinoacetic acid""]",[],"[""Guanidoacetic acid""]",[],"[""N-carbamimidoylglycine""]","[""BPMFZUMJYQTVII-UHFFFAOYSA-N""]","[""guanidinoacetic acid"", [""Guanidinoacetate"", ""Guanidinoacetic acid"", ""Glycocyamine"", ""N-Amidinoglycine"", ""Guanidoacetic acid"", ""N-amidinoglycine"", ""(carbamimidamido)acetic acid"", ""N-(carbamimidoyl)glycine"", ""Glycocyamine"", ""N-carbamimidoylglycine"", ""N-[Amino(Imino)Methyl]Glycine""]]",[],[]
"""guanidinosuccinate""","""guanidinosuccinate""","""Metabolon HD4 [nt-ms]""","""32446 LC/MS Pos Early""","""plasma""",true,"[""guanidinosuccinate""]","[""32446_lcmspolar"", ""32446_lcmspos"", ""32446_lcmsposearly"", ""32446_lcmsneg""]","[""CHEBI:90143""]",[],"[""HMDB0003157""]",[],[],"[""N-amidinoaspartic acid""]",[],"[""Guanidinosuccinic acid""]",[],"[""N-carbamimidoylaspartic acid""]","[""VVHOUVWJCQOYGG-UHFFFAOYSA-N""]","[""N-amidinoaspartic acid"", [""guanidinosuccinic acid"", ""N-carbamimidoylaspartic acid""]]",[],[]
"""heme""","""heme""","""Metabolon HD4 [nt-ms]""","""41754 LC/MS Pos Late""","""plasma""",true,"[""heme""]","[""41754_lcmsneg"", ""41754_lcmspos"", ""41754_lcmsposlate""]","[""CHEBI:26355""]",[],"[""HMDB0003178""]",[],[],"[""heme b""]",[],"[""Heme""]",[],"[""(protoporphyrinato)iron""]","[""KABFMIBPWCXCRK-RGGAHWMASA-L""]","[""heme b"", [""protoheme"", ""haem b"", ""PROTOPORPHYRIN IX CONTAINING FE"", ""heme b"", ""(protoporphyrinato)iron"", ""[3,7,12,17-tetramethyl-8,13-divinylporphyrin-2,18-dipropanoato(2-)]iron"", ""(7,12-diethenyl-3,8,13,17-tetramethylporphyrin-2,18-dipropanoato)iron"", ""heme"", ""Heme B"", ""Haem"", ""Protoheme"", ""Protoheme IX""]]",[],[]
"""hexadecanedioate""","""hexadecanedioate""","""Metabolon HD4 [nt-ms]""","""35678 LC/MS Neg""","""plasma""",true,"[""hexadecanedioate""]","[""35678_lcmsneg""]","[""CHEBI:73722""]","[""SLM:000000718""]","[""HMDB0304377"", ""HMDB0000672""]","[""LMFA01170022""]","[""10459""]","[""hexadecanedioic acid""]","[""Hexadecanedioate""]","[""hexadecanedioate"", ""Hexadecanedioic acid""]","[""Thapsic acid""]","[""hexadecanedioic acid""]","[""QQHJDPROMQRDLA-UHFFFAOYSA-N""]","[""hexadecanedioic acid"", [""hexadecanedioic acid"", ""1,14-Tetradecanedicarboxylic acid"", ""1,16-Hexadecanedioic acid"", ""Thapsic acid""]]","[""Hexadecanedioate""]","[""Thapsic acid"", ""Thaspic acid""]"
"""hexanoylcarnitine""","""hexanoylcarnitine""","""Metabolon HD4 [nt-ms]""","""32328 LC/MS Pos Early""","""plasma""",true,"[""hexanoylcarnitine"", ""hexanoylcarnitine (C6)""]","[""32328_lcmspos"", ""32328_lcmsposearly""]","[""CHEBI:70749""]",[],"[""HMDB0000756""]",[],[],"[""O-hexanoylcarnitine""]",[],"[""Hexanoylcarnitine""]",[],"[""3-(hexanoyloxy)-4-(trimethylazaniumyl)butanoate""]","[""VVPRQWTYSNDTEA-UHFFFAOYSA-N""]","[""O-hexanoylcarnitine"", [""3-(hexanoyloxy)-4-(trimethylazaniumyl)butanoate"", ""3-(hexanoyloxy)-4-(trimethylammonio)butanoate"", ""hexanoylcarnitine""]]",[],[]
"""hexanoylglycine""","""hexanoylglycine""","""Metabolon HD4 [nt-ms]""","""35436 LC/MS Neg""","""plasma""",true,"[""hexanoylglycine""]","[""35436_lcmsneg""]","[""CHEBI:64390""]",[],"[""HMDB0000701""]",[],"[""99463""]","[""N-hexanoylglycine""]",[],"[""Hexanoylglycine""]",[],"[""N-hexanoylglycine""]","[""UPCKIPHSXMXJOX-UHFFFAOYSA-N""]","[""N-hexanoylglycine"", [""N-caproylglycine"", ""Hexanoylglycine"", ""Caproylglycine"", ""n-Hexanoylglycine"", ""N-hexanoylglycine"", ""N-(1-oxohexyl)glycine""]]",[],[]
"""hippurate""","""hippurate""","""Metabolon HD4 [nt-ms]""","""15753 LC/MS Neg""","""plasma""",true,"[""hippurate""]","[""15753_lcmsneg"", ""15753_lcmsposearly""]","[""CHEBI:18089""]",[],"[""HMDB0000714""]",[],"[""464""]","[""N-benzoylglycine""]",[],"[""Hippuric acid""]",[],"[""N-benzoylglycine""]","[""QIAFMBKCNZACKA-UHFFFAOYSA-N""]","[""N-benzoylglycine"", [""Hippurate"", ""Hippuric acid"", ""N-Benzoylglycine"", ""Benzoylaminoacetic acid"", ""N-benzoylglycine"", ""N-benzoylglycine"", ""Benzamidoacetic acid"", ""Hippursaeure"", ""Benzoylaminoessigsaeure"", ""Phenylcarbonylaminoacetic acid"", ""Benzamidoessigsaeure""]]",[],[]
"""histidine""","""histidine""","""Metabolon HD4 [nt-ms]""","""59 LC/MS Pos Early""","""plasma""",true,"[""histidine""]","[""59_lcmsneg"", ""59_lcmspos"", ""59_lcmsposearly""]","[""CHEBI:27570""]",[],"[""HMDB0250763""]",[],"[""773""]","[""histidine""]",[],"[""D-Histidine""]",[],"[""2-amino-3-(1H-imidazol-4-yl)propanoic acid""]","[""HNDVDQJCIGZPNO-UHFFFAOYSA-N""]","[""histidine"", [""Histidine"", ""alpha-Amino-1H-imidazole-4-propionic acid"", ""histidine"", ""2-amino-3-(1H-imidazol-4-yl)propanoic acid"", ""Histidin"", ""histidina"", ""DL-Histidine""]]",[],[]
"""homoarginine""","""homoarginine""","""Metabolon HD4 [nt-ms]""","""22137 LC/MS Pos Early""","""plasma""",true,"[""homoarginine""]","[""22137_lcmsneg"", ""22137_lcmsposearly""]","[""CHEBI:27747""]",[],"[""HMDB0000670""]",[],"[""9085""]","[""L-homoarginine""]",[],"[""Homo-L-arginine""]",[],"[""N(6)-carbamimidoyl-L-lysine""]","[""QUOGESRFPZDMMT-YFKPBYRVSA-N""]","[""L-homoarginine"", [""Homoarginine"", ""N(6)-carbamimidoyl-L-lysine"", ""L-N(6)-amidinolysine"", ""Homo-L-arginine"", ""N6-(Aminoiminomethyl)-L-lysine"", ""N6-amidino-Lysine"", ""N6-amidino-L-Lysine""]]",[],[]
"""homocitrulline""","""homocitrulline""","""Metabolon HD4 [nt-ms]""","""22138 LC/MS Pos Early""","""plasma""",true,"[""homocitrulline""]","[""22138_lcmsneg"", ""22138_lcmspos"", ""22138_lcmsposearly""]","[""CHEBI:17443""]",[],"[""HMDB0000679""]",[],"[""65072""]","[""L-homocitrulline""]",[],"[""Homocitrulline""]",[],"[""(2S)-2-amino-6-(carbamoylamino)hexanoic acid""]","[""XIGSAGMEBXLVJJ-YFKPBYRVSA-N""]","[""L-homocitrulline"", [""L-Homocitrulline"", ""N(6)-carbamoyl-L-lysine"", ""(2S)-2-amino-6-(carbamoylamino)hexanoic acid"", ""N(6)-(aminocarbonyl)-L-lysine""]]",[],[]
"""homostachydrine*""","""homostachydrine*""","""Metabolon HD4 [nt-ms]""","""33009 LC/MS Pos Early""","""plasma""",true,"[""homostachydrine*""]","[""33009_lcmspos"", ""33009_lcmsposearly""]","[""CHEBI:5757""]",[],"[""HMDB0304552""]",[],"[""4479243""]","[""homostachydrine""]",[],"[""HBOA trihexose""]",[],"[""1,1-dimethylpiperidinium-2-carboxylate""]","[""XULZWQRXYTVUTE-UHFFFAOYSA-N""]","[""homostachydrine"", [""1,1-dimethylpiperidinium-2-carboxylate"", ""pipecolic acid betaine""]]",[],[]
"""hydantoin-5-propionic acid""","""hydantoin-5-propionic acid""","""Metabolon HD4 [nt-ms]""","""40473 LC/MS Polar""","""plasma""",true,"[""hydantoin-5-propionic acid""]","[""40473_lcmspolar"", ""40473_lcmsneg""]","[""CHEBI:28297""]",[],"[""HMDB0001212""]",[],"[""782""]","[""hydantoin-5-propionic acid""]",[],"[""Hydantoin-5-propionic acid""]",[],"[""3-(2,5-dioxoimidazolidin-4-yl)propanoic acid""]","[""VWFWNXQAMGDPGG-UHFFFAOYSA-N""]","[""hydantoin-5-propionic acid"", [""3-(2,5-dioxoimidazolidin-4-yl)propanoic acid""]]",[],[]
"""hydroquinone sulfate""","""hydroquinone sulfate""","""Metabolon HD4 [nt-ms]""","""35322 LC/MS Neg""","""plasma""",true,"[""hydroquinone sulfate""]","[""35322_lcmsneg""]","[""CHEBI:71062""]",[],"[""HMDB0240263""]",[],[],"[""quinol sulfate""]",[],"[""Hydroquinone sulfate""]",[],"[""4-hydroxyphenyl hydrogen sulfate""]","[""FPXPQMOQWJZYBL-UHFFFAOYSA-N""]","[""quinol sulfate"", [""4-hydroxyphenyl hydrogen sulfate"", ""Hydroquinone mono(hydrogen sulfate)"", ""1,4-Benzenediol, mono(hydrogen sulfate)"", ""hydroquinone sulfate"", ""quinol monosulfate"", ""hydroquinone monosulfate""]]",[],[]
"""hydroxycotinine""","""hydroxycotinine""","""Metabolon HD4 [nt-ms]""","""38661 LC/MS Pos Early""","""plasma""",true,"[""hydroxycotinine""]","[""38661_lcmspos"", ""38661_lcmsposearly""]","[""CHEBI:189719""]",[],"[""HMDB0001390""]",[],"[""10219774""]","[""3-hydroxycotinine""]",[],"[""Hydroxycotinine""]",[],"[""(5S)-3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one""]","[""XOKCJXZZNAUIQN-IENPIDJESA-N""]","[""3-hydroxycotinine"", [""(5S)-3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one""]]",[],[]
"""hyocholate""","""hyocholate""","""Metabolon HD4 [nt-ms]""","""34093 LC/MS Neg""","""plasma""",true,"[""hyocholate""]","[""34093_lcmsneg""]","[""CHEBI:81244""]",[],"[""HMDB0000760""]",[],[],"[""hyocholic acid""]",[],"[""Hyocholic acid""]",[],"[""3alpha,6alpha,7alpha-trihydroxy-5beta-cholan-24-oic acid""]","[""DKPMWHFRUGMUKF-KWXDGCAGSA-N""]","[""hyocholic acid"", [""Hyocholic acid"", ""6alpha-Hydroxychenodeoxycholic acid"", ""Iocholic acid"", ""(4R)-4-[(1S,2R,5R,7R,8R,9S,10S,11S,15R)-5,8,9-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid"", ""gamma-Muricholic acid"", ""5b-Cholanic acid-3a,6a,7a-triol"", ""gamma-muricholic acid"", ""3alpha,6alpha,7alpha-trihydroxy-5beta-cholan-24-oic acid"", ""(3alpha,5beta,6alpha,7alpha)-3,6,7-trihydroxycholan-24-oic acid""]]",[],[]
"""hypotaurine""","""hypotaurine""","""Metabolon HD4 [nt-ms]""","""590 LC/MS Pos Early""","""plasma""",true,"[""hypotaurine""]","[""590_gcms"", ""590_lcmspolar"", ""590_lcmspos"", ""590_lcmsposearly""]","[""CHEBI:16668""]",[],"[""HMDB0000965""]",[],"[""107812""]","[""hypotaurine""]",[],"[""Hypotaurine""]",[],"[""2-aminoethanesulfinic acid""]","[""VVIUBCNYACGLLV-UHFFFAOYSA-N""]","[""hypotaurine"", [""Hypotaurine"", ""2-Aminoethanesulfinic acid"", ""2-aminoethanesulfinic acid""]]",[],[]
"""hypoxanthine""","""hypoxanthine""","""Metabolon HD4 [nt-ms]""","""3127 LC/MS Pos Early""","""plasma""",true,"[""hypoxanthine""]","[""3127_gcms"", ""3127_lcmsneg"", ""3127_lcmspos"", ""3127_lcmsposearly""]","[""CHEBI:17368""]",[],"[""HMDB0000157""]",[],"[""790""]","[""hypoxanthine""]",[],"[""Hypoxanthine""]",[],"[""1,7-dihydro-6H-purin-6-one""]","[""FDGQSTZJBFJUBT-UHFFFAOYSA-N""]","[""hypoxanthine"", [""Hypoxanthine"", ""Purine-6-ol"", ""HYPOXANTHINE"", ""1,7-dihydro-6H-purin-6-one"", ""9H-purin-6(1H)-one"", ""6-oxopurine"", ""Hyp"", ""6(1H)-purinone"", ""purin-6(1H)-one"", ""hypoxanthine""]]",[],[]
"""I-urobilinogen""","""I-urobilinogen""","""Metabolon HD4 [nt-ms]""","""32426 LC/MS Neg""","""plasma""",true,"[""I-urobilinogen""]","[""32426_lcmsneg""]","[""CHEBI:29026""]",[],"[""HMDB0001898""]",[],"[""26818""]","[""urobilinogen""]",[],"[""Mesobilirubinogen""]",[],"[""2,17-diethyl-3,7,13,18-tetramethyl-1,19-dioxo-1,4,5,10,15,16,19,22,23,24-decahydro-21H-biline-8,12-dipropanoic acid""]","[""OBHRVMZSZIDDEK-UHFFFAOYSA-N""]","[""urobilinogen"", [""I-Urobilinogen"", ""Mesobilirubinogen"", ""Urobilinogen"", ""mesobilirubinogen IXalpha"", ""urobilinogen IXalpha"", ""2,17-diethyl-3,7,13,18-tetramethyl-1,19-dioxo-1,4,5,10,15,16,19,22,23,24-decahydro-21H-biline-8,12-dipropanoic acid"", ""2,17-diethyl-1,4,5,10,15,16,19,22,23,24-decahydro-3,7,13,18-tetramethyl-1,19-dioxo-21H-biline-8,12-dipropanoic acid"", ""8,12-bis(2-carboxyethyl)-3,18-diethyl-2,7,13,17-tetramethylbilane-1,19(4H,16H)-dione""]]",[],[]
"""imidazole lactate""","""imidazole lactate""","""Metabolon HD4 [nt-ms]""","""15716 LC/MS Pos Early""","""plasma""",true,"[""imidazole lactate""]","[""15716_lcmspos"", ""15716_lcmsposearly""]","[""CHEBI:70808""]",[],"[""HMDB0002320""]",[],"[""459122""]","[""3-(imidazol-1-yl)lactic acid""]",[],"[""Imidazolelactic acid""]",[],[],"[""JTYMXXCJQKGGFG-UHFFFAOYSA-N""]","[""3-(imidazol-1-yl)lactic acid"", [""2-hydroxy-3-(1H-imidazol-1-yl)propanoic acid"", ""1-Imidazolelactic acid""]]",[],[]
"""imidazole propionate""","""imidazole propionate""","""Metabolon HD4 [nt-ms]""","""40730 LC/MS Pos Early""","""plasma""",true,"[""imidazole propionate""]","[""40730_lcmspos"", ""40730_lcmsposearly""]","[""CHEBI:73087""]",[],"[""HMDB0002271""]",[],"[""70630""]","[""dihydrourocanic acid""]",[],"[""Imidazolepropionic acid""]",[],"[""3-(1H-imidazol-4-yl)propanoic acid""]","[""ZCKYOWGFRHAZIQ-UHFFFAOYSA-N""]","[""dihydrourocanic acid"", [""deaminohistidine"", ""4-imidazolylpropionic acid"", ""3-(Imidazol-4-yl)propionic acid"", ""1H-Imidazole-4-propanoic acid"", ""1H-Imidazole-4-propanoic acid"", ""Imidazolylpropionic acid"", ""3-(Imidazol-4-yl)propionic acid"", ""3-(1H-imidazol-4-yl)propionic acid"", ""4-imidazolylpropanoic acid"", ""3-(1H-imidazol-4-yl)propanoic acid"", ""3-(imidazol-4-yl)propanoic acid""]]",[],[]
"""iminodiacetate (IDA)""","""iminodiacetate (IDA)""","""Metabolon HD4 [nt-ms]""","""21025 LC/MS Pos Early""","""plasma""",true,"[""iminodiacetate (IDA)""]","[""21025_lcmsposearly""]","[""CHEBI:24786""]",[],"[""HMDB0011753""]",[],"[""8897""]","[""iminodiacetic acid""]",[],"[""Iminodiacetic acid""]",[],"[""2,2'-iminodiacetic acid""]","[""NBZBKCUXIYYUSX-UHFFFAOYSA-N""]","[""iminodiacetic acid"", [""2,2'-iminodiacetic acid"", ""iminobis(acetic acid)"", ""aminodiacetic acid"", ""diglycine"", ""IDA"", ""iminodiethanoic acid"", ""diglycocoll"", ""iminodiacetic acid"", ""N-(carboxymethyl)glycine"", ""bis(carboxymethyl)amine"", ""2,2'-azanediyldiacetic acid"", ""2-[(carboxymethyl)amino]acetic acid""]]",[],[]
"""indole-3-carboxylic acid""","""indole-3-carboxylic acid""","""Metabolon HD4 [nt-ms]""","""38116 LC/MS Neg""","""plasma""",true,"[""indole-3-carboxylate"", ""indole-3-carboxylic acid""]","[""38116_lcmsneg"", ""38116_lcmspos""]","[""CHEBI:24809""]",[],"[""HMDB0003320""]",[],"[""69867""]","[""indole-3-carboxylic acid""]",[],"[""Indole-3-carboxylic acid""]",[],"[""1H-indole-3-carboxylic acid""]","[""KMAKOBLIOCQGJP-UHFFFAOYSA-N""]","[""indole-3-carboxylic acid"", [""1H-indole-3-carboxylic acid"", ""indole-3-carboxylic acid""]]",[],[]
"""indoleacetate""","""indoleacetate""","""Metabolon HD4 [nt-ms]""","""27513 LC/MS Neg""","""plasma""",true,"[""indoleacetate""]","[""27513_gcms"", ""27513_lcmsneg"", ""27513_lcmspos""]","[""CHEBI:16411""]",[],"[""HMDB0000197""]",[],"[""802""]","[""indole-3-acetic acid""]",[],"[""Indoleacetic acid""]",[],"[""1H-indol-3-ylacetic acid""]","[""SEOVTRFCIGRIMH-UHFFFAOYSA-N""]","[""indole-3-acetic acid"", [""Indole-3-acetic acid"", ""Indoleacetic acid"", ""1H-indol-3-ylacetic acid"", ""heteroauxin"", ""IAA"", ""3-Indolylessigsaeure"", ""IES"", ""2-(indol-3-yl)ethanoic acid"", ""(indol-3-yl)acetic acid"", ""(Indol-3-yl)acetate"", ""IAA""]]",[],[]
"""indoleacetylglutamine""","""indoleacetylglutamine""","""Metabolon HD4 [nt-ms]""","""42087 LC/MS Pos Early""","""plasma""",true,"[""indoleacetylglutamine""]","[""42087_lcmsneg"", ""42087_lcmsposearly""]","[""CHEBI:70811""]",[],"[""HMDB0013240""]",[],"[""25200879""]","[""N-(indol-3-ylacetyl)glutamine""]",[],"[""Indoleacetyl glutamine""]",[],"[""5-amino-2-[(1H-indol-3-ylacetyl)amino]-5-oxopentanoic acid""]","[""DVJIJAYHBZALOJ-UHFFFAOYSA-N""]","[""N-(indol-3-ylacetyl)glutamine"", [""N(2)-(1H-indol-3-ylacetyl)glutamine"", ""5-amino-2-[(1H-indol-3-ylacetyl)amino]-5-oxopentanoic acid"", ""N-indoleacetylglutamine"", ""3-IAA glutamine"", ""indole-3-acetyl-glutamine""]]",[],[]
"""indolelactate""","""indolelactate""","""Metabolon HD4 [nt-ms]""","""18349 LC/MS Pos Early""","""plasma""",true,"[""indolelactate""]","[""18349_gcms"", ""18349_lcmsneg"", ""18349_lcmspos"", ""18349_lcmsposearly""]","[""CHEBI:24813""]",[],[],[],[],"[""3-(indol-3-yl)lactic acid""]",[],[],[],"[""2-hydroxy-3-(1H-indol-3-yl)propanoic acid""]","[""XGILAAMKEQUXLS-UHFFFAOYSA-N""]","[""3-(indol-3-yl)lactic acid"", [""indole-3-lactic acid"", ""2-hydroxy-3-(1H-indol-3-yl)propanoic acid"", ""3-(Indol-3-yl)lactic acid"", ""alpha-Hydroxy-1H-indole-3-propanoic acid""]]",[],[]
"""indolepropionate""","""indolepropionate""","""Metabolon HD4 [nt-ms]""","""32405 LC/MS Neg""","""plasma""",true,"[""indolepropionate""]","[""32405_lcmsneg"", ""32405_lcmspos""]","[""CHEBI:43580""]",[],"[""HMDB0002302""]",[],"[""3744""]","[""3-(1H-indol-3-yl)propanoic acid""]",[],"[""Indole-3-propionic acid""]",[],"[""3-(1H-indol-3-yl)propanoic acid""]","[""GOLXRNDWAUTYKT-UHFFFAOYSA-N""]","[""3-(1H-indol-3-yl)propanoic acid"", [""3-(1H-indol-3-yl)propanoic acid"", ""Indolepropionic acid"", ""beta-(3-Indolyl)propionic acid"", ""Indole-3-propionic acid""]]",[],[]
"""indolin-2-one""","""indolin-2-one""","""Metabolon HD4 [nt-ms]""","""43374 LC/MS Pos Early""","""plasma""",true,"[""indolin-2-one""]","[""43374_lcmsposearly""]","[""CHEBI:31697""]",[],"[""HMDB0061918""]",[],"[""321710""]","[""indolin-2-one""]",[],"[""1,3-Dihydro-(2H)-indol-2-one""]",[],"[""1,3-dihydro-2H-indol-2-one""]","[""JYGFTBXVXVMTGB-UHFFFAOYSA-N""]","[""indolin-2-one"", [""Indolin-2-one"", ""1,3-dihydro-2H-indol-2-one"", ""2-indolinone"", ""1,3-dihydroindol-2-one"", ""2-oxindole"", ""oxindole"", ""indolin-2-one""]]",[],[]
